날짜,상품명,바코드,발주가능상태,입고수량,카테고리,출고수량
2019-06-16,V2_295,18801046283285,발주가능,0,세탁세제,0
2019-06-16,V2_296,18801046287245,발주가능,0,세탁세제,0
2019-06-16,V2_298,18801046878993,발주가능,0,세탁세제,6
2019-06-16,V2_300,18801046319946,발주가능,0,주방세제,0
2019-06-16,V2_303,18801046979508,발주가능,0,주방세제,1
2019-06-16,V2_304,18801046979522,발주가능,0,주방세제,2
2019-06-16,V2_305,18801046892913,발주가능,0,주방세제,0
2019-06-16,V2_308,18801046250997,발주가능,0,주방세제,0
2019-06-16,V2_310,18801046275563,발주가능,0,주방세제,0
2019-06-16,V2_312,18801046248581,발주가능,0,주방세제,0
2019-06-16,V2_314,18801046292102,발주가능,0,세탁세제,0
2019-06-16,V2_316,18801046879068,발주가능,0,세탁세제,0
2019-06-16,V2_324,18801046303754,발주가능,0,주방세제,0
2019-06-16,V2_325,18801046903008,발주가능,0,주방세제,1
2019-06-16,V2_326,18801046303228,발주가능,0,주방세제,0
2019-06-16,V2_339,18801046247805,발주가능,0,ST,0
2019-06-16,V2_342,18801046277055,발주가능,0,헤어케어,0
2019-06-16,V2_346,18801046318697,발주가능,0,세탁세제,0
2019-06-16,V2_354,18801046291259,발주가능,0,세탁세제,2
2019-06-16,V2_357,18801046316211,발주가능,0,세탁세제,0
2019-06-16,V2_359,18801046319267,발주가능,0,덴탈케어,0
2019-06-16,V2_363,18801046275730,발주가능,0,덴탈케어,0
2019-06-16,V2_366,18801046290191,발주가능,0,덴탈케어,0
2019-06-16,V2_371,18801046304874,발주가능,0,덴탈케어,0
2019-06-16,V2_374,18801046310370,발주가능,0,덴탈케어,0
2019-06-16,V2_377,18801046291518,발주가능,0,ST,0
2019-06-16,V2_379,18801046987657,발주가능,0,ST,0
2019-06-16,V2_381,18801046291501,발주가능,10,ST,0
2019-06-16,V2_382,18801046903381,발주가능,0,ST,0
2019-06-16,V2_384,18801046291563,발주가능,0,ST,0
2019-06-16,V2_385,18801046291549,발주가능,0,ST,0
2019-06-16,V2_386,18801046291556,발주가능,0,ST,0
2019-06-16,V2_387,18801046314835,발주가능,0,ST,0
2019-06-16,V2_389,18801046314217,발주가능,0,ST,0
2019-06-16,V2_393,18801046267780,발주가능,0,덴탈케어,0
2019-06-16,V2_399,18801046257613,발주가능,0,덴탈케어,0
2019-06-16,V2_401,18801046288167,발주가능,0,덴탈케어,0
2019-06-16,V2_411,18801046902094,발주가능,0,헤어케어,0
2019-06-16,V2_412,18801046316716,발주가능,0,헤어케어,0
2019-06-16,V2_413,18801046299705,발주가능,0,헤어케어,0
2019-06-16,V2_419,18801046299767,발주가능,0,헤어케어,0
2019-06-16,V2_420,18801046299682,발주가능,0,헤어케어,0
2019-06-16,V2_421,18801046902223,발주가능,0,헤어케어,0
2019-06-16,V2_422,18801046318628,발주가능,0,헤어케어,0
2019-06-16,V2_423,18801046263454,발주가능,0,헤어케어,0
2019-06-16,V2_424,18801046318444,발주가능,0,헤어케어,0
2019-06-16,V2_426,18801046303495,발주가능,0,ST,0
2019-06-16,V2_430,18801046303501,발주가능,0,ST,0
2019-06-16,V2_434,18801046299224,발주가능,0,덴탈케어,0
2019-06-16,V2_435,18801046288266,발주가능,0,덴탈케어,0
2019-06-16,V2_437,18801046261245,발주가능,0,덴탈케어,0
2019-06-16,V2_439,18801046298487,발주가능,0,덴탈케어,0
2019-06-16,V2_441,18801046261269,발주가능,0,덴탈케어,0
2019-06-16,V2_443,18801046253776,발주가능,0,세탁세제,3
2019-06-16,V2_445,18801046886127,발주가능,0,헤어케어,0
2019-06-16,V2_446,18801046280796,발주가능,0,헤어케어,0
2019-06-16,V2_453,18801046321604,발주가능,0,헤어케어,0
2019-06-16,V2_456,8801046311035,발주가능,0,헤어케어,1
2019-06-16,V2_458,8801046979549,발주가능,0,주방세제,47
2019-06-16,V2_493,8801046316207,발주가능,0,세탁세제,4
2019-06-16,V2_461,8801046331187,발주가능,0,매입브랜드,0
2019-06-16,V2_463,8801046297780,발주가능,108,ST,2
2019-06-16,V2_464,8801046321164,발주가능,16,덴탈케어,10
2019-06-16,V2_465,8801046321171,발주가능,0,덴탈케어,3
2019-06-16,V2_466,8801046903032,발주가능,0,주방세제,2
2019-06-16,V2_469,8801046319055,발주가능,0,덴탈케어,2
2019-06-16,V2_488,18801046335229,발주가능,0,세탁세제,3
2019-06-16,V2_490,18801046335236,발주가능,0,세탁세제,0
2019-06-16,V2_492,18801046335205,발주가능,0,세탁세제,1
2019-06-16,V2_470,18801046335212,발주가능,0,주방세제,0
2019-06-16,V2_494,8801046328422,발주가능,0,세탁세제,0
2019-06-16,V2_486,8801046324165,발주가능,0,세탁세제,0
2019-06-16,V2_476,8801046330968,발주가능,0,헤어케어,0
2019-06-16,V2_477,8801046330951,발주가능,0,헤어케어,0
2019-06-16,V2_497,8801046320785,발주가능,0,세탁세제,1
2019-06-16,V2_498,8801046320792,발주가능,0,세탁세제,1
2019-06-16,V2_495,8801046320730,발주가능,0,세탁세제,0
2019-06-16,V2_501,8801046328439,발주가능,0,세탁세제,1
2019-06-16,V2_504,8801046324158,발주가능,0,세탁세제,0
2019-06-16,V2_510,8801046328514,발주가능,2,세탁세제,0
2019-06-16,V2_507,8801046330302,발주가능,0,세탁세제,0
2019-06-16,V2_511,8801046325315,발주가능,0,세탁세제,0
2019-06-17,V2_2,8801046878934,발주가능,90,세탁세제,2
2019-06-17,V2_479,8801046999998,단종,0,세탁세제,0
2019-06-17,V2_5,8801046992722,발주가능,0,헤어케어,2
2019-06-17,V2_6,8801046992739,발주가능,160,헤어케어,54
2019-06-17,V2_10,8801046878996,발주가능,12,세탁세제,52
2019-06-17,V2_14,8801046245125,발주가능,0,세탁세제,1
2019-06-17,V2_16,8801046892916,발주가능,0,주방세제,5
2019-06-17,V2_17,8801046243541,발주가능,0,헤어케어,17
2019-06-17,V2_22,8801046867877,발주가능,0,세탁세제,0
2019-06-17,V2_24,8801046879047,발주가능,0,세탁세제,26
2019-06-17,V2_25,8801046879054,발주가능,36,세탁세제,15
2019-06-17,V2_27,8801046879078,발주가능,0,세탁세제,11
2019-06-17,V2_33,8801046900673,발주가능,0,헤어케어,31
2019-06-17,V2_36,8801046902028,발주가능,8,헤어케어,0
2019-06-17,V2_38,8801046902035,발주가능,0,헤어케어,0
2019-06-17,V2_40,8801046902110,발주가능,0,헤어케어,41
2019-06-17,V2_44,8801046903384,발주가능,0,ST,0
2019-06-17,V2_45,8801046903391,발주가능,0,ST,0
2019-06-17,V2_46,8801046991527,발주가능,0,F&B,6
2019-06-17,V2_49,8801046871546,발주가능,0,F&B,10
2019-06-17,V2_50,8801046870082,발주가능,0,F&B,2
2019-06-17,V2_51,8801046870105,발주가능,0,F&B,3
2019-06-17,V2_52,8801046870112,발주가능,0,F&B,13
2019-06-17,V2_57,8801046886700,발주가능,0,덴탈케어,17
2019-06-17,V2_59,8801046259863,발주가능,0,F&B,11
2019-06-17,V2_60,18801046251529,발주가능,792,세탁세제,223
2019-06-17,V2_517,8801046275733,발주가능,0,세탁세제,0
2019-06-17,V2_64,8801046276952,단종,0,헤어케어,0
2019-06-17,V2_69,18801046288242,단종,0,덴탈케어,0
2019-06-17,V2_71,8801046277874,발주가능,0,기타,12
2019-06-17,V2_72,8801046257494,발주가능,0,덴탈케어,11
2019-06-17,V2_75,18801046247751,발주가능,0,세탁세제,58
2019-06-17,V2_78,18801046255572,발주가능,0,세탁세제,2
2019-06-17,V2_79,18801046269364,발주가능,91,세탁세제,2
2019-06-17,V2_80,8801046256237,발주가능,20,헤어케어,23
2019-06-17,V2_81,8801046256206,발주가능,120,헤어케어,20
2019-06-17,V2_85,8801046293102,발주가능,0,헤어케어,64
2019-06-17,V2_89,8801046994399,단종,0,덴탈케어,0
2019-06-17,V2_91,8801046287743,발주가능,0,덴탈케어,1
2019-06-17,V2_95,8801046275566,발주가능,0,주방세제,15
2019-06-17,V2_102,8801046293775,단종,0,F&B,0
2019-06-17,V2_103,8801046296837,발주가능,0,덴탈케어,83
2019-06-17,V2_104,8801046291252,발주가능,108,세탁세제,18
2019-06-17,V2_109,8801046298657,발주가능,0,세탁세제,1
2019-06-17,V2_112,8801046297711,단종,0,헤어케어,0
2019-06-17,V2_114,8801046299715,발주가능,0,헤어케어,6
2019-06-17,V2_519,8801046299999,발주가능,0,세탁세제,0
2019-06-17,V2_122,8801046298480,발주가능,495,덴탈케어,16
2019-06-17,V2_128,8801046299357,발주가능,0,세탁세제,2
2019-06-17,V2_132,8801046303221,발주가능,0,주방세제,12
2019-06-17,V2_138,8801046280522,발주가능,0,세탁세제,0
2019-06-17,V2_142,8801046303498,발주가능,0,ST,1
2019-06-17,V2_143,8801046303504,발주가능,132,ST,2
2019-06-17,V2_144,8801046287248,발주가능,0,세탁세제,6
2019-06-17,V2_512,8801046300169,발주가능,0,세탁세제,0
2019-06-17,V2_483,18801046300166,발주가능,0,세탁세제,2
2019-06-17,V2_149,8801046301159,발주가능,0,덴탈케어,6
2019-06-17,V2_153,8801046308547,발주가능,1556,주방세제,54
2019-06-17,V2_154,8801046311493,발주가능,0,덴탈케어,36
2019-06-17,V2_156,8801046307472,발주가능,0,F&B,50
2019-06-17,V2_160,28801046284494,발주가능,0,덴탈케어,3
2019-06-17,V2_162,28801046261259,발주가능,0,덴탈케어,6
2019-06-17,V2_164,28801046261266,발주가능,48,덴탈케어,3
2019-06-17,V2_166,8801046314821,발주가능,0,ST,0
2019-06-17,V2_167,8801046314845,발주가능,0,ST,0
2019-06-17,V2_169,8801046314852,발주가능,0,ST,0
2019-06-17,V2_170,8801046314791,발주가능,0,ST,0
2019-06-17,V2_171,8801046314838,발주가능,0,ST,0
2019-06-17,V2_174,8801046304877,발주가능,0,덴탈케어,0
2019-06-17,V2_181,8801046310373,발주가능,0,덴탈케어,0
2019-06-17,V2_183,8801046288160,단종,0,덴탈케어,0
2019-06-17,V2_187,8801046316290,발주가능,0,F&B,1
2019-06-17,V2_188,8801046316283,발주가능,0,F&B,1
2019-06-17,V2_193,8801046316719,발주가능,16,헤어케어,1
2019-06-17,V2_198,8801046314241,발주가능,20,ST,1
2019-06-17,V2_199,8801046314234,발주가능,0,ST,2
2019-06-17,V2_472,8801046273289,발주가능,0,F&B,0
2019-06-17,V2_204,8801046273272,발주가능,0,F&B,1
2019-06-17,V2_209,8801046322925,발주가능,0,덴탈케어,0
2019-06-17,V2_212,8801046319253,발주가능,0,덴탈케어,6
2019-06-17,V2_213,8801046321607,발주가능,0,헤어케어,0
2019-06-17,V2_214,8801046321638,발주가능,0,헤어케어,1
2019-06-17,V2_216,8801046318621,발주가능,0,헤어케어,0
2019-06-17,V2_219,8801046321614,발주가능,0,헤어케어,0
2019-06-17,V2_220,8801046318430,발주가능,60,헤어케어,1
2019-06-17,V2_225,8801046322901,발주가능,0,덴탈케어,0
2019-06-17,V2_226,8801046322918,발주가능,0,덴탈케어,0
2019-06-17,V2_231,8801046319963,발주가능,0,주방세제,0
2019-06-17,V2_233,8801046319949,발주가능,1200,주방세제,2
2019-06-17,V2_474,8801046886120,발주가능,0,헤어케어,2
2019-06-17,V2_235,8801046316757,발주가능,0,덴탈케어,1
2019-06-17,V2_236,8801046316764,발주가능,144,덴탈케어,6
2019-06-17,V2_239,8801046872765,발주가능,0,세탁세제,1
2019-06-17,V2_240,8801046315521,발주가능,0,덴탈케어,4
2019-06-17,V2_242,8801046321058,발주가능,0,덴탈케어,0
2019-06-17,V2_245,8801046325568,발주가능,0,F&B,0
2019-06-17,V2_246,8801046299234,발주가능,0,덴탈케어,0
2019-06-17,V2_247,8801046322444,발주가능,0,덴탈케어,0
2019-06-17,V2_248,8801046316450,발주가능,0,덴탈케어,0
2019-06-17,V2_250,18801046326227,발주가능,0,F&B,0
2019-06-17,V2_253,8801046304952,발주가능,0,ST,0
2019-06-17,V2_256,8801046322581,발주가능,0,ST,0
2019-06-17,V2_258,8801046304945,발주가능,0,ST,0
2019-06-17,V2_268,18801046259860,발주가능,0,F&B,0
2019-06-17,V2_274,18801046902117,발주가능,0,헤어케어,3
2019-06-17,V2_275,18801046900632,발주가능,0,헤어케어,0
2019-06-17,V2_277,18801046879044,발주가능,0,세탁세제,1
2019-06-17,V2_278,18801046247737,발주가능,0,세탁세제,5
2019-06-17,V2_280,18801046289232,발주가능,0,주방세제,0
2019-06-17,V2_281,18801046308568,발주가능,0,주방세제,2
2019-06-17,V2_283,18801046308544,발주가능,0,주방세제,15
2019-06-17,V2_287,18801046300548,발주가능,0,덴탈케어,0
2019-06-17,V2_288,18801046296834,발주가능,0,덴탈케어,0
2019-06-17,V2_290,18801046298470,발주가능,0,덴탈케어,0
2019-06-17,V2_291,18801046318932,발주가능,0,주방세제,0
2019-06-17,V2_293,18801046318963,발주가능,0,주방세제,0
2019-06-17,V2_294,18801046280529,발주가능,0,세탁세제,0
2019-06-17,V2_296,18801046287245,발주가능,0,세탁세제,0
2019-06-17,V2_297,18801046879051,발주가능,0,세탁세제,1
2019-06-17,V2_298,18801046878993,발주가능,0,세탁세제,7
2019-06-17,V2_299,18801046879037,발주가능,0,세탁세제,0
2019-06-17,V2_302,18801046319960,발주가능,0,주방세제,0
2019-06-17,V2_304,18801046979522,발주가능,0,주방세제,2
2019-06-17,V2_307,18801046290528,발주가능,0,주방세제,0
2019-06-17,V2_311,18801046303204,발주가능,0,주방세제,6
2019-06-17,V2_313,18801046311490,발주가능,0,덴탈케어,0
2019-06-17,V2_316,18801046879068,발주가능,0,세탁세제,0
2019-06-17,V2_319,18801046877927,발주가능,0,세탁세제,0
2019-06-17,V2_320,18801046287092,발주가능,0,세탁세제,1
2019-06-17,V2_321,18801046286231,발주가능,0,세탁세제,1
2019-06-17,V2_322,18801046299354,발주가능,0,세탁세제,0
2019-06-17,V2_326,18801046303228,발주가능,0,주방세제,0
2019-06-17,V2_328,18801046979140,발주가능,0,주방세제,0
2019-06-17,V2_331,18801046314842,발주가능,0,ST,0
2019-06-17,V2_332,18801046314859,발주가능,0,ST,0
2019-06-17,V2_333,18801046314804,발주가능,0,ST,0
2019-06-17,V2_336,18801046314781,발주가능,0,ST,0
2019-06-17,V2_337,18801046314828,발주가능,0,ST,0
2019-06-17,V2_338,18801046314224,발주가능,0,ST,0
2019-06-17,V2_343,18801046308575,발주가능,10,세탁세제,0
2019-06-17,V2_346,18801046318697,발주가능,0,세탁세제,0
2019-06-17,V2_348,18801046318253,발주가능,0,세탁세제,0
2019-06-17,V2_349,18801046319328,발주가능,0,세탁세제,5
2019-06-17,V2_350,18801046298647,발주가능,0,세탁세제,0
2019-06-17,V2_351,18801046318260,발주가능,0,세탁세제,0
2019-06-17,V2_353,18801046316990,발주가능,0,세탁세제,0
2019-06-17,V2_355,18801046299361,발주가능,0,세탁세제,0
2019-06-17,V2_356,18801046319861,발주가능,0,세탁세제,0
2019-06-17,V2_359,18801046319267,발주가능,0,덴탈케어,0
2019-06-17,V2_361,18801046275747,발주가능,0,덴탈케어,0
2019-06-17,V2_362,18801046299873,발주가능,0,덴탈케어,0
2019-06-17,V2_369,18801046304850,발주가능,0,덴탈케어,0
2019-06-17,V2_370,18801046319250,발주가능,0,덴탈케어,0
2019-06-17,V2_373,18801046312695,발주가능,0,덴탈케어,0
2019-06-17,V2_374,18801046310370,발주가능,0,덴탈케어,0
2019-06-17,V2_375,18801046291570,발주가능,0,ST,0
2019-06-17,V2_376,18801046291525,발주가능,0,ST,0
2019-06-17,V2_377,18801046291518,발주가능,0,ST,0
2019-06-17,V2_378,18801046314248,발주가능,0,ST,0
2019-06-17,V2_380,18801046314231,발주가능,0,ST,0
2019-06-17,V2_383,18801046291587,발주가능,0,ST,0
2019-06-17,V2_392,8801046316467,발주가능,0,세탁세제,11
2019-06-17,V2_393,18801046267780,발주가능,0,덴탈케어,0
2019-06-17,V2_396,18801046324339,발주가능,0,덴탈케어,0
2019-06-17,V2_403,18801046322922,발주가능,0,덴탈케어,0
2019-06-17,V2_408,18801046321628,발주가능,0,헤어케어,0
2019-06-17,V2_413,18801046299705,발주가능,0,헤어케어,0
2019-06-17,V2_416,18801046316631,발주가능,0,헤어케어,0
2019-06-17,V2_417,18801046902018,발주가능,0,헤어케어,0
2019-06-17,V2_418,18801046263478,발주가능,0,헤어케어,0
2019-06-17,V2_419,18801046299767,발주가능,0,헤어케어,0
2019-06-17,V2_420,18801046299682,발주가능,0,헤어케어,0
2019-06-17,V2_423,18801046263454,발주가능,10,헤어케어,1
2019-06-17,V2_425,18801046263423,발주가능,0,헤어케어,1
2019-06-17,V2_426,18801046303495,발주가능,0,ST,0
2019-06-17,V2_429,18801046873813,발주가능,0,ST,0
2019-06-17,V2_430,18801046303501,발주가능,0,ST,0
2019-06-17,V2_433,18801046284497,발주가능,0,덴탈케어,0
2019-06-17,V2_434,18801046299224,발주가능,0,덴탈케어,0
2019-06-17,V2_438,18801046261283,발주가능,0,덴탈케어,0
2019-06-17,V2_439,18801046298487,발주가능,0,덴탈케어,0
2019-06-17,V2_445,18801046886127,발주가능,0,헤어케어,0
2019-06-17,V2_450,18801046315252,발주가능,0,매입브랜드,0
2019-06-17,V2_453,18801046321604,발주가능,0,헤어케어,0
2019-06-17,V2_455,18801046299736,발주가능,0,헤어케어,0
2019-06-17,V2_460,8801046331439,발주가능,0,매입브랜드,1
2019-06-17,V2_463,8801046297780,발주가능,132,ST,2
2019-06-17,V2_464,8801046321164,발주가능,0,덴탈케어,16
2019-06-17,V2_465,8801046321171,발주가능,0,덴탈케어,4
2019-06-17,V2_467,8801046326893,발주가능,0,덴탈케어,0
2019-06-17,V2_488,18801046335229,발주가능,0,세탁세제,9
2019-06-17,V2_489,18801046335250,발주가능,15,세탁세제,6
2019-06-17,V2_491,18801046335243,발주가능,0,세탁세제,0
2019-06-17,V2_470,18801046335212,발주가능,0,주방세제,0
2019-06-17,V2_487,8801046328347,발주가능,0,세탁세제,0
2019-06-17,V2_476,8801046330968,발주가능,0,헤어케어,0
2019-06-17,V2_477,8801046330951,발주가능,0,헤어케어,0
2019-06-17,V2_497,8801046320785,발주가능,0,세탁세제,0
2019-06-17,V2_496,8801046320754,발주가능,0,세탁세제,0
2019-06-17,V2_500,8801046328354,발주가능,0,세탁세제,1
2019-06-17,V2_501,8801046328439,발주가능,0,세탁세제,1
2019-06-17,V2_509,8801046329092,발주가능,0,세탁세제,0
2019-06-17,V2_510,8801046328514,발주가능,0,세탁세제,0
2019-06-18,V2_516,8801046893128,발주가능,0,세탁세제,21
2019-06-18,V2_2,8801046878934,발주가능,0,세탁세제,1
2019-06-18,V2_4,8801046888858,발주가능,0,덴탈케어,41
2019-06-18,V2_479,8801046999998,단종,0,세탁세제,0
2019-06-18,V2_6,8801046992739,발주가능,0,헤어케어,61
2019-06-18,V2_8,8801046992753,발주가능,0,헤어케어,12
2019-06-18,V2_9,8801046247754,발주가능,0,세탁세제,13
2019-06-18,V2_17,8801046243541,발주가능,0,헤어케어,17
2019-06-18,V2_18,8801046240540,발주가능,0,헤어케어,23
2019-06-18,V2_21,8801046248577,단종,0,주방세제,0
2019-06-18,V2_24,8801046879047,발주가능,0,세탁세제,24
2019-06-18,V2_27,8801046879078,발주가능,0,세탁세제,8
2019-06-18,V2_29,8801046896365,발주가능,0,주방세제,0
2019-06-18,V2_31,8801046255568,발주가능,0,세탁세제,36
2019-06-18,V2_32,8801046255575,발주가능,0,세탁세제,21
2019-06-18,V2_33,8801046900673,발주가능,0,헤어케어,37
2019-06-18,V2_34,8801046900680,발주가능,0,헤어케어,0
2019-06-18,V2_35,8801046900697,발주가능,0,헤어케어,0
2019-06-18,V2_37,8801046902011,발주가능,0,헤어케어,3
2019-06-18,V2_38,8801046902035,발주가능,0,헤어케어,0
2019-06-18,V2_40,8801046902110,발주가능,0,헤어케어,44
2019-06-18,V2_41,8801046900635,발주가능,0,헤어케어,12
2019-06-18,V2_44,8801046903384,발주가능,0,ST,0
2019-06-18,V2_45,8801046903391,발주가능,0,ST,0
2019-06-18,V2_47,8801046862421,발주가능,0,F&B,10
2019-06-18,V2_48,8801046862438,발주가능,0,F&B,11
2019-06-18,V2_50,8801046870082,발주가능,0,F&B,2
2019-06-18,V2_51,8801046870105,발주가능,0,F&B,3
2019-06-18,V2_52,8801046870112,발주가능,0,F&B,11
2019-06-18,V2_56,8801046255063,발주가능,0,덴탈케어,3
2019-06-18,V2_62,18801046251512,발주가능,0,세탁세제,20
2019-06-18,V2_517,8801046275733,발주가능,0,세탁세제,0
2019-06-18,V2_69,18801046288242,단종,0,덴탈케어,0
2019-06-18,V2_70,8801046277867,발주가능,0,기타,8
2019-06-18,V2_73,8801046257593,발주가능,0,덴탈케어,28
2019-06-18,V2_75,18801046247751,발주가능,0,세탁세제,60
2019-06-18,V2_78,18801046255572,발주가능,0,세탁세제,2
2019-06-18,V2_80,8801046256237,발주가능,0,헤어케어,32
2019-06-18,V2_81,8801046256206,발주가능,0,헤어케어,21
2019-06-18,V2_86,18801046294762,발주가능,0,세탁세제,232
2019-06-18,V2_88,8801046280799,발주가능,0,헤어케어,0
2019-06-18,V2_89,8801046994399,단종,0,덴탈케어,0
2019-06-18,V2_97,8801046289235,발주가능,8,주방세제,33
2019-06-18,V2_102,8801046293775,단종,0,F&B,0
2019-06-18,V2_105,8801046291245,발주가능,0,세탁세제,17
2019-06-18,V2_106,8801046979501,발주가능,0,주방세제,0
2019-06-18,V2_111,8801046297636,단종,0,헤어케어,0
2019-06-18,V2_119,8801046277881,발주가능,0,기타,0
2019-06-18,V2_519,8801046299999,발주가능,0,세탁세제,1
2019-06-18,V2_122,8801046298480,발주가능,0,덴탈케어,17
2019-06-18,V2_129,8801046300541,발주가능,0,덴탈케어,81
2019-06-18,V2_131,6414100895857,발주가능,0,매입브랜드,3
2019-06-18,V2_134,8801046979143,발주가능,0,주방세제,45
2019-06-18,V2_135,8801046303214,발주가능,0,주방세제,15
2019-06-18,V2_138,8801046280522,발주가능,0,세탁세제,0
2019-06-18,V2_145,8801046286234,발주가능,0,세탁세제,5
2019-06-18,V2_146,8801046283288,발주가능,0,세탁세제,33
2019-06-18,V2_147,8801046247808,발주가능,0,ST,1
2019-06-18,V2_148,8801046304495,발주가능,0,기타,1
2019-06-18,V2_484,18801046304492,발주가능,0,세탁세제,4
2019-06-18,V2_149,8801046301159,발주가능,0,덴탈케어,4
2019-06-18,V2_150,8801046301166,발주가능,0,덴탈케어,32
2019-06-18,V2_151,8801046309049,발주가능,0,세탁세제,5
2019-06-18,V2_152,8801046308561,발주가능,0,주방세제,29
2019-06-18,V2_155,8801046299876,발주가능,0,덴탈케어,10
2019-06-18,V2_160,28801046284494,발주가능,0,덴탈케어,3
2019-06-18,V2_162,28801046261259,발주가능,0,덴탈케어,6
2019-06-18,V2_171,8801046314838,발주가능,0,ST,0
2019-06-18,V2_179,6414100700953,발주가능,0,매입브랜드,1
2019-06-18,V2_180,8801046316221,발주가능,0,세탁세제,4
2019-06-18,V2_182,8801046310380,발주가능,0,덴탈케어,0
2019-06-18,V2_184,8801046315309,발주가능,0,덴탈케어,6
2019-06-18,V2_186,8801046316665,발주가능,0,헤어케어,6
2019-06-18,V2_187,8801046316290,발주가능,0,F&B,0
2019-06-18,V2_188,8801046316283,발주가능,0,F&B,2
2019-06-18,V2_189,8801046316795,발주가능,0,F&B,0
2019-06-18,V2_471,8801046316603,발주가능,0,헤어케어,1
2019-06-18,V2_193,8801046316719,발주가능,0,헤어케어,3
2019-06-18,V2_194,8801046316696,발주가능,0,헤어케어,2
2019-06-18,V2_196,8801046316634,발주가능,0,헤어케어,3
2019-06-18,V2_198,8801046314241,발주가능,0,ST,1
2019-06-18,V2_199,8801046314234,발주가능,0,ST,1
2019-06-18,V2_472,8801046273289,발주가능,0,F&B,0
2019-06-18,V2_202,8801046318379,발주가능,0,F&B,0
2019-06-18,V2_206,8801046318263,발주가능,0,세탁세제,0
2019-06-18,V2_207,8801046316986,발주가능,0,세탁세제,2
2019-06-18,V2_208,8801046316993,발주가능,0,세탁세제,3
2019-06-18,V2_209,8801046322925,발주가능,0,덴탈케어,0
2019-06-18,V2_212,8801046319253,발주가능,0,덴탈케어,7
2019-06-18,V2_213,8801046321607,발주가능,0,헤어케어,0
2019-06-18,V2_214,8801046321638,발주가능,0,헤어케어,1
2019-06-18,V2_217,8801046318447,발주가능,0,헤어케어,0
2019-06-18,V2_218,8801046321621,발주가능,0,헤어케어,1
2019-06-18,V2_222,8801046320891,단종,0,세탁세제,0
2019-06-18,V2_227,8801046323717,발주가능,0,헤어케어,0
2019-06-18,V2_230,8801046319956,발주가능,0,주방세제,1
2019-06-18,V2_232,8801046318966,발주가능,0,주방세제,0
2019-06-18,V2_233,8801046319949,발주가능,0,주방세제,1
2019-06-18,V2_474,8801046886120,발주가능,0,헤어케어,1
2019-06-18,V2_235,8801046316757,발주가능,0,덴탈케어,1
2019-06-18,V2_237,8801046312698,발주가능,0,덴탈케어,0
2019-06-18,V2_242,8801046321058,발주가능,0,덴탈케어,1
2019-06-18,V2_244,8801046324776,발주가능,0,F&B,18
2019-06-18,V2_246,8801046299234,발주가능,0,덴탈케어,0
2019-06-18,V2_250,18801046326227,발주가능,0,F&B,1
2019-06-18,V2_252,18801046263430,발주가능,0,헤어케어,1
2019-06-18,V2_254,8801046323205,발주가능,0,ST,0
2019-06-18,V2_255,8801046322574,발주가능,0,ST,0
2019-06-18,V2_261,8801046323212,발주가능,0,ST,0
2019-06-18,V2_263,8801046325612,발주가능,0,F&B,0
2019-06-18,V2_265,18801046870089,발주가능,0,F&B,0
2019-06-18,V2_267,18801046870119,발주가능,0,F&B,0
2019-06-18,V2_269,18801046898847,발주가능,0,덴탈케어,0
2019-06-18,V2_270,8801046318706,발주가능,0,세탁세제,38
2019-06-18,V2_272,18801046872755,발주가능,1,세탁세제,2
2019-06-18,V2_273,18801046872748,발주가능,0,세탁세제,1
2019-06-18,V2_274,18801046902117,발주가능,0,헤어케어,4
2019-06-18,V2_275,18801046900632,발주가능,0,헤어케어,0
2019-06-18,V2_277,18801046879044,발주가능,0,세탁세제,1
2019-06-18,V2_280,18801046289232,발주가능,0,주방세제,0
2019-06-18,V2_285,18801046263461,발주가능,0,헤어케어,1
2019-06-18,V2_286,18801046294038,발주가능,0,덴탈케어,0
2019-06-18,V2_287,18801046300548,발주가능,0,덴탈케어,0
2019-06-18,V2_288,18801046296834,발주가능,0,덴탈케어,0
2019-06-18,V2_289,18801046294021,발주가능,0,덴탈케어,0
2019-06-18,V2_291,18801046318932,발주가능,0,주방세제,0
2019-06-18,V2_293,18801046318963,발주가능,0,주방세제,0
2019-06-18,V2_297,18801046879051,발주가능,0,세탁세제,2
2019-06-18,V2_300,18801046319946,발주가능,0,주방세제,0
2019-06-18,V2_302,18801046319960,발주가능,0,주방세제,0
2019-06-18,V2_309,18801046295646,발주가능,0,주방세제,0
2019-06-18,V2_312,18801046248581,발주가능,0,주방세제,0
2019-06-18,V2_314,18801046292102,발주가능,0,세탁세제,0
2019-06-18,V2_315,18801046878948,발주가능,0,세탁세제,0
2019-06-18,V2_318,18801046878931,발주가능,0,세탁세제,0
2019-06-18,V2_321,18801046286231,발주가능,0,세탁세제,0
2019-06-18,V2_322,18801046299354,발주가능,0,세탁세제,0
2019-06-18,V2_325,18801046903008,발주가능,18,주방세제,1
2019-06-18,V2_326,18801046303228,발주가능,0,주방세제,0
2019-06-18,V2_328,18801046979140,발주가능,0,주방세제,0
2019-06-18,V2_330,18801046314798,발주가능,0,ST,0
2019-06-18,V2_331,18801046314842,발주가능,0,ST,0
2019-06-18,V2_335,18801046314811,발주가능,0,ST,0
2019-06-18,V2_337,18801046314828,발주가능,0,ST,0
2019-06-18,V2_342,18801046277055,발주가능,0,헤어케어,0
